,MI Scores
total_MPIIO_RW_SWITCHES,0.007724443874171483
total_POSIX_STRIDE4_STRIDE,0.0074505127159263385
total_POSIX_SIZE_WRITE_100M_1G,0.007358437592977163
total_POSIX_SIZE_READ_1M_4M,0.0066842362548175105
total_POSIX_SIZE_READ_4M_10M,0.0066530857019171386
total_MPIIO_SIZE_WRITE_AGG_10M_100M,0.004720239869061338
total_POSIX_SIZE_WRITE_4M_10M,0.004662139382615393
total_MPIIO_INDEP_OPENS,0.00459022292307143
total_POSIX_SIZE_WRITE_1M_4M,0.0038181212567471867
total_MPIIO_SIZE_READ_AGG_100M_1G,0.0034628315600280235
total_POSIX_DUPS,0.0027992017919235
total_POSIX_SIZE_READ_100M_1G,0.001613148451474422
total_POSIX_MODE,0.0009450178147517585
total_MPIIO_SIZE_WRITE_AGG_4M_10M,0.0003338123193117326
total_POSIX_RENAME_SOURCES,0.0002493360482779261
total_POSIX_SLOWEST_RANK,0.00023767236181648776
total_MPIIO_SLOWEST_RANK_BYTES,0.0001552545239804637
total_POSIX_MMAPS,0.00015132598504274952
total_POSIX_RENAMED_FROM,0.00010331238723659819
total_MPIIO_SPLIT_READS,0.00010043882509036539
total_POSIX_RENAME_TARGETS,8.889919682431024e-05
total_MPIIO_NB_READS,8.029653378860413e-05
total_MPIIO_FASTEST_RANK_BYTES,3.0007976030921313e-05
total_POSIX_FASTEST_RANK,2.6466495006816082e-05
total_POSIX_SIZE_WRITE_1G_PLUS,0.0
total_POSIX_FASTEST_RANK_BYTES,0.0
total_MPIIO_SPLIT_WRITES,0.0
total_POSIX_SIZE_READ_1G_PLUS,0.0
total_MPIIO_SLOWEST_RANK,0.0
total_MPIIO_FASTEST_RANK,0.0
total_MPIIO_NB_WRITES,0.0
total_MPIIO_SIZE_WRITE_AGG_1G_PLUS,0.0
total_MPIIO_SIZE_READ_AGG_1G_PLUS,0.0
total_POSIX_SLOWEST_RANK_BYTES,0.0
total_POSIX_FDSYNCS,0.0
